:mode=ask
:IOAccess;Application;Topic;AdviseActive;DDEProtocol
"plc9";"finsgtwy";"plc9";Yes;No
"plc8";"finsgtwy";"plc8";Yes;No
"plc1";"finsgtwy";"plc1";Yes;No
"plc6";"finsgtwy";"plc6";Yes;No
"plc5";"finsgtwy";"plc5";Yes;No
"plc4";"finsgtwy";"plc4";Yes;No
"plc3";"finsgtwy";"plc3";Yes;No
"plc2";"finsgtwy";"plc2";Yes;No
"MODBUS_STATUS";"VIEW";"IOSTATUS";Yes;No
"INT";"modbus";"INT";Yes;Yes
"plc7";"finsgtwy";"plc7";Yes;No
"INTOUCH";"finsgtwy";"INTOUCH";Yes;No
:MemoryDisc;Group;Comment;Logged;EventLogged;EventLoggingPriority;RetentiveValue;InitialDisc;OffMsg;OnMsg;AlarmState;AlarmPri;AlarmComment;AlarmAckModel;DSCAlarmDisable;DSCAlarmInhibitor
"Sp83GM\F28";"$System";"Сигнал блокировки от поз.87";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5107.06";Yes;"Сп 83 ГМ : Сигнал блокировки от поз.87";0;0;""
"Sp83GM\F01";"$System";"Нет питания";No;No;0;No;Off;"";"";On;320;Direct;"plc3";No;"5107.09";Yes;"Сп 83 ГМ : Нет питания";0;0;""
"Sp83EL\ON";"$System";"Включить (от диспетчера)";No;No;0;No;Off;"";"";On;520;Direct;"plc3";No;"D1420.00";No;"Сп 83 ЭЛ : Включить (от диспетчера)";0;0;""
"Sp83EL\OFF";"$System";"Выключить (от диспетчера)";No;No;0;No;Off;"";"";On;520;Direct;"plc3";No;"D1420.01";No;"Сп 83 ЭЛ : Выключить (от диспетчера)";0;0;""
"Sp83GM\ON";"$System";"Включить (от диспетчера)";No;No;0;No;Off;"";"";On;520;Direct;"plc3";No;"D1420.02";No;"Сп 83 ГМ : Включить (от диспетчера)";0;0;""
"Sp83GM\OFF";"$System";"Выключить (от диспетчера)";No;No;0;No;Off;"";"";On;520;Direct;"plc3";No;"D1420.03";No;"Сп 83 ГМ : Выключить (от диспетчера)";0;0;""
"Sp99\F01";"$System";"Нет питания барабана";No;No;0;No;Off;"";"";On;320;Direct;"plc3";No;"5113.00";Yes;"Сп 99 : Нет питания барабана";0;0;""
"Sp99\F02";"$System";"Нажата кнопка ''СТОП'' барабана";No;No;0;No;Off;"";"";On;320;Direct;"plc3";No;"5113.01";Yes;"Сп 99 : Нажата кнопка ''СТОП'' барабана";0;0;""
"Sp99\F03";"$System";"Электромагнит включен";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5113.02";Yes;"Сп 99 : Электромагнит включен";0;0;""
"Sp99\F04";"$System";"Барабан включен";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5113.03";Yes;"Сп 99 : Барабан включен";0;0;""
"Sp99\F05";"$System";"Нет питания выпрямителя";No;No;0;No;Off;"";"";On;320;Direct;"plc3";No;"5113.04";Yes;"Сп 99 : Нет питания выпрямителя";0;0;""
"Sp99\F06";"$System";"Режим ''Ручной'' электромагнита";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5113.05";Yes;"Сп 99 : Режим ''Ручной'' электромагнита";0;0;""
"Sp99\F07";"$System";"Режим ''Автомат'' электромагнита";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5113.06";Yes;"Сп 99 : Режим ''Автомат'' электромагнита";0;0;""
"Sp99\F08";"$System";"Авария электромагнита";No;No;0;No;Off;"";"";On;320;Direct;"plc3";No;"5113.07";Yes;"Сп 99 : Авария электромагнита";0;0;""
"Sp99\F09";"$System";"Экстренный стоп";No;No;0;No;Off;"";"";On;320;Direct;"plc3";No;"5113.08";Yes;"Сп 99 : Экстренный стоп";0;0;""
"Sp99\F27";"$System";"Нет исполнения команд электромагнита";No;No;0;No;Off;"";"";On;320;Direct;"plc3";No;"5113.10";Yes;"Сп 99 : Нет исполнения команд электромагнита";0;0;""
"Sp99\F12";"$System";"Нет связи с контроллером";No;No;0;No;Off;"";"";On;320;Direct;"plc3";No;"5113.11";Yes;"Сп 99 : Нет связи с контроллером";0;0;""
"Sp99\F13";"$System";"Неготовность";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5113.12";Yes;"Сп 99 : Неготовность";0;0;""
"Sp99\F14";"$System";"Пуск";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5113.13";Yes;"Сп 99 : Пуск";0;0;""
"Sp99\F15";"$System";"Работа";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5113.14";Yes;"Сп 99 : Работа";0;0;""
"Sp99\F16";"$System";"Авария";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5113.15";Yes;"Сп 99 : Авария";0;0;""
"Sp99\F17";"$System";"Режим ''Дистанция без блокировок''";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5114.00";Yes;"Сп 99 : Режим ''Дистанция без блокировок''";0;0;""
"Sp99\F11";"$System";"Нет исполнения команд барабана";No;No;0;No;Off;"";"";On;320;Direct;"plc3";No;"5114.01";Yes;"Сп 99 : Нет исполнения команд барабана";0;0;""
"Sp99\F19";"$System";"Сработало УЗО";No;No;0;No;Off;"";"";On;320;Direct;"plc3";No;"5114.02";Yes;"Сп 99 : Сработало УЗО";0;0;""
"Sp99\F21";"$System";"Блокировка от поз.100";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5114.04";Yes;"Сп 99 : Блокировка от поз.100";0;0;""
"Sp99\ON";"$System";"Включить (от диспетчера)";No;No;0;No;Off;"";"";On;520;Direct;"plc3";No;"D1422.00";No;"Сп 99 : Включить (от диспетчера)";0;0;""
"Sp99\OFF";"$System";"Выключить (от диспетчера)";No;No;0;No;Off;"";"";On;520;Direct;"plc3";No;"D1422.01";No;"Сп 99 : Выключить (от диспетчера)";0;0;""
"Fp207\F19";"$System";"Нет исполнения комманд";No;No;0;No;Off;"";"";On;320;Direct;"plc8";No;"4508.00";Yes;"Фп 207 : Нет исполнения комманд";0;0;""
"Fp207\F16";"$System";"Авария";No;No;0;No;Off;"";"";On;620;Direct;"plc8";No;"4507.13";Yes;"Фп 207 : Авария";0;0;""
"Fp207\F15";"$System";"Работа";No;No;0;No;Off;"";"";On;620;Direct;"plc8";No;"4507.12";Yes;"Фп 207 : Работа";0;0;""
"Fp207\F13";"$System";"Неготовность";No;No;0;No;Off;"";"";On;620;Direct;"plc8";No;"4507.10";Yes;"Фп 207 : Неготовность";0;0;""
"Fp207\F17";"$System";"Экстренный стоп";No;No;0;No;Off;"";"";On;320;Direct;"plc8";No;"4507.09";Yes;"Фп 207 : Экстренный стоп";0;0;""
"Fp207\F12";"$System";"Нет питания";No;No;0;No;Off;"";"";On;320;Direct;"plc8";No;"4507.08";Yes;"Фп 207 : Нет питания";0;0;""
"Fp207\F09";"$System";"Пускатель не включен";No;No;0;No;Off;"";"";On;320;Direct;"plc8";No;"4507.07";Yes;"Фп 207 : Пускатель не включен";0;0;""
"Fp207\F07";"$System";"Сбой в системе натяжения ленты";No;No;0;No;Off;"";"";On;320;Direct;"plc8";No;"4507.06";Yes;"Фп 207 : Сбой в системе натяжения ленты";0;0;""
"Fp207\F06";"$System";"Аварийный сигнал о положении ленты";No;No;0;No;Off;"";"";On;320;Direct;"plc8";No;"4507.05";Yes;"Фп 207 : Аварийный сигнал о положении ленты";0;0;""
"Fp207\F05";"$System";"Давление воздуха в главной линии ниже нормы";No;No;0;No;Off;"";"";On;320;Direct;"plc8";No;"4507.04";Yes;"Фп 207 : Давление воздуха в главной линии ниже нормы";0;0;""
"Fp207\F04";"$System";"Аварийно-троссовый выключатель PS2";No;No;0;No;Off;"";"";On;320;Direct;"plc8";No;"4507.03";Yes;"Фп 207 : Аварийно-троссовый выключатель PS2";0;0;""
"Fp207\F03";"$System";"Аварийно-троссовый выключатель PS1";No;No;0;No;Off;"";"";On;320;Direct;"plc8";No;"4507.02";Yes;"Фп 207 : Аварийно-троссовый выключатель PS1";0;0;""
"Fp207\F02";"$System";"Нажата кнопка ''Аарийная остановка''";No;No;0;No;Off;"";"";On;320;Direct;"plc8";No;"4507.01";Yes;"Фп 207 : Нажата кнопка ''Аарийная остановка''";0;0;""
"Fp207\F01";"$System";"Авария частотника";No;No;0;No;Off;"";"";On;320;Direct;"plc8";No;"4507.00";Yes;"Фп 207 : Авария частотника";0;0;""
"FP208\F01";"$System";"Авария частотника";No;No;0;No;Off;"";"";On;320;Direct;"plc8";No;"4509.00";Yes;"Фп 208 : Авария частотника";0;0;""
"FP208\F02";"$System";"Нажата кнопка ''Аарийная остановка''";No;No;0;No;Off;"";"";On;320;Direct;"plc8";No;"4509.01";Yes;"Фп 208 : Нажата кнопка ''Аарийная остановка''";0;0;""
"FP208\F03";"$System";"Аварийно-троссовый выключатель PS1";No;No;0;No;Off;"";"";On;320;Direct;"plc8";No;"4509.02";Yes;"Фп 208 : Аварийно-троссовый выключатель PS1";0;0;""
"FP208\F04";"$System";"Аварийно-троссовый выключатель PS2";No;No;0;No;Off;"";"";On;320;Direct;"plc8";No;"4509.03";Yes;"Фп 208 : Аварийно-троссовый выключатель PS2";0;0;""
"FP208\F05";"$System";"Давление воздуха в главной линии ниже нормы";No;No;0;No;Off;"";"";On;320;Direct;"plc8";No;"4509.04";Yes;"Фп 208 : Давление воздуха в главной линии ниже нормы";0;0;""
"FP208\F06";"$System";"Аварийный сигнал о положении ленты";No;No;0;No;Off;"";"";On;320;Direct;"plc8";No;"4509.05";Yes;"Фп 208 : Аварийный сигнал о положении ленты";0;0;""
"FP208\F07";"$System";"Сбой в системе натяжения ленты";No;No;0;No;Off;"";"";On;320;Direct;"plc8";No;"4509.06";Yes;"Фп 208 : Сбой в системе натяжения ленты";0;0;""
"FP208\F09";"$System";"Пускатель не включен";No;No;0;No;Off;"";"";On;320;Direct;"plc8";No;"4509.07";Yes;"Фп 208 : Пускатель не включен";0;0;""
"FP208\F12";"$System";"Нет питания";No;No;0;No;Off;"";"";On;320;Direct;"plc8";No;"4509.08";Yes;"Фп 208 : Нет питания";0;0;""
"FP208\F13";"$System";"Неготовность";No;No;0;No;Off;"";"";On;620;Direct;"plc8";No;"4509.10";Yes;"Фп 208 : Неготовность";0;0;""
"FP208\F15";"$System";"Работа";No;No;0;No;Off;"";"";On;620;Direct;"plc8";No;"4509.12";Yes;"Фп 208 : Работа";0;0;""
"FP208\F16";"$System";"Авария";No;No;0;No;Off;"";"";On;620;Direct;"plc8";No;"4509.13";Yes;"Фп 208 : Авария";0;0;""
"FP208\F17";"$System";"Экстренный стоп";No;No;0;No;Off;"";"";On;320;Direct;"plc8";No;"4509.09";Yes;"Фп 208 : Экстренный стоп";0;0;""
"FP208\F19";"$System";"Нет исполнения комманд";No;No;0;No;Off;"";"";On;320;Direct;"plc8";No;"4510.00";Yes;"Фп 208 : Нет исполнения комманд";0;0;""
"IM1\F02";"$System";"Передвижение на больше";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5225.00";Yes;"ИМ 1 : Передвижение на больше";0;0;""
"IM1\F03";"$System";"Передвижение на меньше";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5225.01";Yes;"ИМ 1 : Передвижение на меньше";0;0;""
"IM1\F04";"$System";"Крайнее положение ''Больше''";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5225.02";Yes;"ИМ 1 : Крайнее положение ''Больше''";0;0;""
"IM1\F05";"$System";"Крайнее положение ''Меньше''";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5225.03";Yes;"ИМ 1 : Крайнее положение ''Меньше''";0;0;""
"IM1\F11";"$System";"Не исполняются команды";No;No;0;No;Off;"";"";On;320;Direct;"plc3";No;"5225.04";Yes;"ИМ 1 : Не исполняются команды";0;0;""
"IM1\F13";"$System";"Неготовность";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5225.05";Yes;"ИМ 1 : Неготовность";0;0;""
"IM1\F14";"$System";"Пуск";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5225.06";Yes;"ИМ 1 : Пуск";0;0;""
"IM1\F15";"$System";"Работа";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5225.07";Yes;"ИМ 1 : Работа";0;0;""
"IM1\F16";"$System";"Авария";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5225.08";Yes;"ИМ 1 : Авария";0;0;""
"IM1\F20";"$System";"Режим ''Местный''";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5225.09";Yes;"ИМ 1 : Режим ''Местный''";0;0;""
"IM1\F21";"$System";"Режим ''Дистанция''";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5225.10";Yes;"ИМ 1 : Режим ''Дистанция''";0;0;""
"IM2\F02";"$System";"Передвижение на больше";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5225.11";Yes;"ИМ 2 : Передвижение на больше";0;0;""
"IM2\F03";"$System";"Передвижение на меньше";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5225.12";Yes;"ИМ 2 : Передвижение на меньше";0;0;""
"IM2\F04";"$System";"Крайнее положение ''Больше''";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5225.13";Yes;"ИМ 2 : Крайнее положение ''Больше''";0;0;""
"IM2\F05";"$System";"Крайнее положение ''Меньше''";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5225.14";Yes;"ИМ 2 : Крайнее положение ''Меньше''";0;0;""
"IM2\F11";"$System";"Не исполняются команды";No;No;0;No;Off;"";"";On;320;Direct;"plc3";No;"5225.15";Yes;"ИМ 2 : Не исполняются команды";0;0;""
"IM2\F13";"$System";"Неготовность";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5226.00";Yes;"ИМ 2 : Неготовность";0;0;""
"IM2\F14";"$System";"Пуск";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5226.01";Yes;"ИМ 2 : Пуск";0;0;""
"IM2\F15";"$System";"Работа";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5226.02";Yes;"ИМ 2 : Работа";0;0;""
"IM2\F16";"$System";"Авария";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5226.03";Yes;"ИМ 2 : Авария";0;0;""
"IM2\F20";"$System";"Режим ''Местный''";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5226.04";Yes;"ИМ 2 : Режим ''Местный''";0;0;""
"IM2\F21";"$System";"Режим ''Дистанция''";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5226.05";Yes;"ИМ 2 : Режим ''Дистанция''";0;0;""
"IM2\SAR";"$System";"САР уровня включена";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5253.08";Yes;"ИМ 2 : САР уровня включена";0;0;""
"IM3\F02";"$System";"Передвижение на больше";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5226.06";Yes;"ИМ 3 : Передвижение на больше";0;0;""
"IM3\F03";"$System";"Передвижение на меньше";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5226.07";Yes;"ИМ 3 : Передвижение на меньше";0;0;""
"IM3\F04";"$System";"Крайнее положение ''Больше''";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5226.08";Yes;"ИМ 3 : Крайнее положение ''Больше''";0;0;""
"IM3\F05";"$System";"Крайнее положение ''Меньше''";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5226.09";Yes;"ИМ 3 : Крайнее положение ''Меньше''";0;0;""
"IM3\F11";"$System";"Не исполняются команды";No;No;0;No;Off;"";"";On;320;Direct;"plc3";No;"5226.10";Yes;"ИМ 3 : Не исполняются команды";0;0;""
"IM3\F13";"$System";"Неготовность";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5226.11";Yes;"ИМ 3 : Неготовность";0;0;""
"IM3\F14";"$System";"Пуск";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5226.12";Yes;"ИМ 3 : Пуск";0;0;""
"IM3\F15";"$System";"Работа";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5226.13";Yes;"ИМ 3 : Работа";0;0;""
"IM3\F16";"$System";"Авария";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5226.14";Yes;"ИМ 3 : Авария";0;0;""
"IM3\F20";"$System";"Режим ''Местный''";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5226.15";Yes;"ИМ 3 : Режим ''Местный''";0;0;""
"IM3\F21";"$System";"Режим ''Дистанция''";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5227.00";Yes;"ИМ 3 : Режим ''Дистанция''";0;0;""
"IM4\F02";"$System";"Передвижение на больше";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5227.01";Yes;"ИМ 4 : Передвижение на больше";0;0;""
"IM4\F03";"$System";"Передвижение на меньше";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5227.02";Yes;"ИМ 4 : Передвижение на меньше";0;0;""
"IM4\F04";"$System";"Крайнее положение ''Больше''";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5227.03";Yes;"ИМ 4 : Крайнее положение ''Больше''";0;0;""
"IM4\F05";"$System";"Крайнее положение ''Меньше''";No;No;0;No;Off;"";"";On;720;Direct;"plc3";No;"5227.04";Yes;"ИМ 4 : Крайнее положение ''Меньше''";0;0;""
"IM4\F11";"$System";"Не исполняются команды";No;No;0;No;Off;"";"";On;320;Direct;"plc3";No;"5227.05";Yes;"ИМ 4 : Не исполняются команды";0;0;""
"IM4\F13";"$System";"Неготовность";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5227.06";Yes;"ИМ 4 : Неготовность";0;0;""
"IM4\F14";"$System";"Пуск";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5227.07";Yes;"ИМ 4 : Пуск";0;0;""
"IM4\F15";"$System";"Работа";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5227.08";Yes;"ИМ 4 : Работа";0;0;""
"IM4\F16";"$System";"Авария";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5227.09";Yes;"ИМ 4 : Авария";0;0;""
"IM4\F20";"$System";"Режим ''Местный''";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5227.10";Yes;"ИМ 4 : Режим ''Местный''";0;0;""
"IM4\F21";"$System";"Режим ''Дистанция''";No;No;0;No;Off;"";"";On;620;Direct;"plc3";No;"5227.11";Yes;"ИМ 4 : Режим ''Дистанция''";0;0;""
"IM2\ON";"$System";"Включить САР уровня (от диспетчера)";No;No;0;No;Off;"";"";On;520;Direct;"plc3";No;"5253.14";No;"ИМ 2 : Включить САР уровня (от диспетчера)";0;0;""
"IM2\OFF";"$System";"Выключить САР уровня (от диспетчера)";No;No;0;No;Off;"";"";On;520;Direct;"plc3";No;"5253.15";No;"ИМ 2 : Выключить САР уровня (от диспетчера)";0;0;""
"IM4\F12";"$System";"Нет связи с контроллером";No;No;0;No;Off;"";"";On;320;Direct;"plc3";No;"5227.12";Yes;"ИМ : Нет связи с контроллером";0;0;""
"PP276\RDB";"$System";"Режим ''Дистанция без блокировок''";No;No;0;No;Off;"";"";On;520;Direct;"plc6";No;"4237.08";No;"ПП 276 : Режим ''Дистанция без блокировок'' (от диспетчера)";0;0;""
"PP276\RA";"$System";"Режим ''Автомат''";No;No;0;No;Off;"";"";On;520;Direct;"plc6";No;"4238.02";No;"ПП 276 : Режим ''Автомат'' (от диспетчера)";0;0;""
"PP276\RD";"$System";"Режим ''Дистанция''";No;No;0;No;Off;"";"";On;520;Direct;"plc6";No;"4238.01";No;"ПП 276 : Режим ''Дистанция'' (от диспетчера)";0;0;""
